"","unlist.company.","unlist.industry.","unlist.TPoint."
"13522","(주)더클레버스","기관/협회","5.0"
"13523","(주)동서기공","제조/화학","3.3"
"13524","(주)두들러","IT/웹/통신","5.0"
"13525","(주)디바이엠건축사사무소","건설업","3.7"
"13526","(주)디싸이더스","유통/무역/운송","4.3"
"13527","(주)디알코퍼레이션","IT/웹/통신","3.0"
"13528","(주)디지털투데이","미디어/디자인","3.0"
"13529","(주)라온데이터","IT/웹/통신","5.0"
"13530","(주)라온서치","서비스업","5.0"
"13531","(주)더블유지우리조트","서비스업","2.7"
"13532","(주)더클레버스","기관/협회","5.0"
"13533","(주)동서기공","제조/화학","3.3"
"13534","(주)두들러","IT/웹/통신","5.0"
"13535","(주)디바이엠건축사사무소","건설업","3.7"
"13536","(주)디싸이더스","유통/무역/운송","4.3"
"13537","(주)디알코퍼레이션","IT/웹/통신","3.0"
"13538","(주)디지털투데이","미디어/디자인","3.0"
"13539","(주)라온데이터","IT/웹/통신","5.0"
"13540","(주)라온서치","서비스업","5.0"
"13541","(주)레어소프트","IT/웹/통신","4.7"
"13542","(주)로고스","건설업","3.0"
"13543","(주)로이스커뮤니케이션","미디어/디자인","3.3"
"13544","(주)리디브","IT/웹/통신","3.3"
"13545","(주)리스페이스컴퍼니","미디어/디자인","3.0"
"13546","(주)마이티하이브한국","IT/웹/통신","3.3"
"13547","(주)마이프랜차이즈","IT/웹/통신","4.7"
"13548","(주)맵시","IT/웹/통신","3.7"
"13549","(주)메디컬티비","미디어/디자인","1.0"
"13550","(주)메이크비","제조/화학","4.3"
"13551","(주)레어소프트","IT/웹/통신","4.7"
"13552","(주)로고스","건설업","3.0"
"13553","(주)로이스커뮤니케이션","미디어/디자인","3.3"
"13554","(주)리디브","IT/웹/통신","3.3"
"13555","(주)리스페이스컴퍼니","미디어/디자인","3.0"
"13556","(주)마이티하이브한국","IT/웹/통신","3.3"
"13557","(주)마이프랜차이즈","IT/웹/통신","4.7"
"13558","(주)맵시","IT/웹/통신","3.7"
"13559","(주)메디컬티비","미디어/디자인","1.0"
"13560","(주)메이크비","제조/화학","4.3"
"13561","(주)메타파인즈","의료/제약/복지","5.0"
"13562","(주)멘토커뮤니케이션","미디어/디자인","4.7"
"13563","(주)모든커뮤니케이션","미디어/디자인","4.7"
"13564","(주)미담기획","미디어/디자인","3.3"
"13565","(주)미디어윌홀딩스","기관/협회","3.0"
"13566","(주)미텔슈탄트","교육업","3.3"
"13567","(주)민트벤처파트너스","서비스업","4.7"
"13568","(주)바다요","유통/무역/운송","1.0"
"13569","(주)바이코리아즈","유통/무역/운송","4.7"
"13570","(주)바잇미","IT/웹/통신","4.3"
"13571","(주)밤나무","유통/무역/운송","2.7"
"13572","(주)베이크플러스","유통/무역/운송","1.7"
"13573","(주)보라스카이","제조/화학","2.7"
"13574","(주)보람씨앤에치","제조/화학","2.3"
"13575","(주)브이스테이션","유통/무역/운송","3.3"
"13576","(주)블루셀","제조/화학","2.0"
"13577","(주)비디에스케이","IT/웹/통신","3.3"
"13578","(주)비보존","의료/제약/복지","3.7"
"13579","(주)비본데이즈","IT/웹/통신","3.3"
"13580","(주)비앤지시스템","IT/웹/통신","1.3"
"13581","(주)비오팜","제조/화학","1.0"
"13582","(주)비전바이오켐","유통/무역/운송","3.3"
"13583","(주)비주얼리서치","IT/웹/통신","3.7"
"13584","(주)비쥬얼케이","미디어/디자인","2.7"
"13585","(주)비팩토리","IT/웹/통신","1.0"
"13586","(주)빈페이지닷컴","IT/웹/통신","4.3"
"13587","(주)빌리어네어즈","IT/웹/통신","5.0"
"13588","(주)사운드캠코리아","제조/화학","4.3"
"13589","(주)산타","IT/웹/통신","3.7"
"13590","(주)삼원기연","제조/화학","3.0"
"13591","(주)삼원진공","제조/화학","1.0"
"13592","(주)서흥아트","유통/무역/운송","4.0"
"13593","(주)선영파트너스","기관/협회","2.7"
"13594","(주)수호아이티","IT/웹/통신","1.3"
"13595","(주)쉐어밸류","IT/웹/통신","3.0"
"13596","(주)쉐프스푸드","유통/무역/운송","3.3"
"13597","(주)스마일랩","의료/제약/복지","5.0"
"13598","(주)스카이로켓컴퍼니","IT/웹/통신","4.7"
"13599","(주)시끌픽쳐스","미디어/디자인","2.0"
"13600","(주)시스메이트","제조/화학","1.7"
"13601","(주)시아이티스꽁세이","서비스업","1.7"
"13602","(주)신원인팩","제조/화학","3.7"
"13603","(주)썬텍인더스트리","제조/화학","3.3"
"13604","(주)씨에스아이","유통/무역/운송","3.3"
"13605","(주)씨에스엠17","교육업","4.7"
"13606","(주)씨티소프트","IT/웹/통신","5.0"
"13607","(주)아이브코리아","IT/웹/통신","4.0"
"13608","(주)아진산업","제조/화학","2.3"
"13609","(주)아키탑케이엘종합건축사사무소","건설업","3.3"
"13610","(주)아트스토어","IT/웹/통신","5.0"
"13611","(주)안앤케이글로벌","유통/무역/운송","4.3"
"13612","(주)알에이치에스엔씨","IT/웹/통신","3.3"
"13613","(주)알지티","제조/화학","3.7"
"13614","(주)애니디앤지","건설업","3.7"
"13615","(주)앰앤클루드","IT/웹/통신","1.7"
"13616","(주)에너닷","IT/웹/통신","4.7"
"13617","(주)에듀넷","교육업","2.3"
"13618","(주)에스디레이저","제조/화학","2.0"
"13619","(주)에스유소프트","IT/웹/통신","4.0"
"13620","(주)에스텍","제조/화학","2.7"
"13621","(주)에이디디보안환경관리단","서비스업","3.7"
"13622","(주)에이치앤제이인터내셔널","유통/무역/운송","3.3"
"13623","(주)에이치티씨","제조/화학","2.3"
"13624","(주)엑스바디","제조/화학","3.0"
"13625","(주)엔에스트레이딩","유통/무역/운송","4.7"
"13626","(주)엔젤코리아","유통/무역/운송","3.7"
"13627","(주)엠시스","제조/화학","2.3"
"13628","(주)엠씨에스로직","제조/화학","2.7"
"13629","(주)엠오디","서비스업","1.7"
"13630","(주)영신에프에이","유통/무역/운송","2.3"
"13631","(주)에이디디보안환경관리단","서비스업","3.7"
"13632","(주)에이치앤제이인터내셔널","유통/무역/운송","3.3"
"13633","(주)에이치티씨","제조/화학","2.3"
"13634","(주)엑스바디","제조/화학","3.0"
"13635","(주)엔에스트레이딩","유통/무역/운송","4.7"
"13636","(주)엔젤코리아","유통/무역/운송","3.7"
"13637","(주)엠시스","제조/화학","2.3"
"13638","(주)엠씨에스로직","제조/화학","2.7"
"13639","(주)엠오디","서비스업","1.7"
"13640","(주)영신에프에이","유통/무역/운송","2.3"
"13641","(주)오거","IT/웹/통신","2.0"
"13642","(주)오픈소프트랩","IT/웹/통신","4.3"
"13643","(주)와이에스","제조/화학","2.7"
"13644","(주)와이즈덴","IT/웹/통신","1.3"
"13645","(주)우노스","IT/웹/통신","4.3"
"13646","(주)워키도기","IT/웹/통신","5.0"
"13647","(주)원우시스템즈","유통/무역/운송","2.3"
"13648","(주)월드비전종합물류","유통/무역/운송","2.3"
"13649","(주)윈비트","IT/웹/통신","3.3"
"13650","(주)유림싸이겐","유통/무역/운송","3.0"
"13651","(주)유알지","제조/화학","5.0"
"13652","(주)유티비","유통/무역/운송","3.7"
"13653","(주)이레시스템","제조/화학","1.3"
"13654","(주)이롬넷","은행/금융업","5.0"
"13655","(주)이십일세기소프트","유통/무역/운송","2.0"
"13656","(주)인아코포","유통/무역/운송","3.0"
"13657","(주)제너시스에프앤비","서비스업","3.7"
"13658","(주)제니하우스이호점","서비스업","1.7"
"13659","(주)제이에이치리더","유통/무역/운송","3.0"
"13660","(주)지오엠아이앤씨","은행/금융업","2.7"
"13661","(주)차란차","서비스업","2.7"
"13662","(주)창성씨이엠","건설업","1.0"
"13663","(주)청우기술단","서비스업","3.7"
"13664","(주)카비","미디어/디자인","3.3"
"13665","(주)커넥트비글로벌","미디어/디자인","3.7"
"13666","(주)컨비니","IT/웹/통신","5.0"
"13667","(주)케이마켓","건설업","1.7"
"13668","(주)케이에스에이솔루션","IT/웹/통신","3.7"
"13669","(주)케이원씨앤씨","유통/무역/운송","3.3"
"13670","(주)케이제이티티","유통/무역/운송","2.0"
"13671","(주)케이존","유통/무역/운송","5.0"
"13672","(주)코레트리","제조/화학","2.0"
"13673","(주)코마테크놀로지","제조/화학","1.0"
"13674","(주)코스니크","유통/무역/운송","3.7"
"13675","(주)퀄리소프트","IT/웹/통신","5.0"
"13676","(주)퀄리타스반도체","제조/화학","4.3"
"13677","(주)크레오컨텐츠","미디어/디자인","2.0"
"13678","(주)클라모스","IT/웹/통신","2.7"
"13679","(주)태그라이너","유통/무역/운송","3.3"
"13680","(주)태산","미디어/디자인","4.0"
"13681","(주)테크니컬코리아","제조/화학","2.3"
"13682","(주)텍스트팩토리","IT/웹/통신","4.7"
"13683","(주)티엠에스스틸","제조/화학","3.3"
"13684","(주)파이노버스랩","유통/무역/운송","4.7"
"13685","(주)퍼플랩아이엔씨","미디어/디자인","2.3"
"13686","(주)퍼플코퍼레이션","제조/화학","4.7"
"13687","(주)편강","의료/제약/복지","2.7"
"13688","(주)포스트큐브","제조/화학","2.3"
"13689","(주)프레스토솔루션","제조/화학","3.0"
"13690","(주)프로젝트402","미디어/디자인","3.3"
"13691","(주)플라스크","IT/웹/통신","5.0"
"13692","(주)플랜이슈","기관/협회","5.0"
"13693","(주)피노유엑스디","IT/웹/통신","2.7"
"13694","(주)하이젠","IT/웹/통신","3.7"
"13695","(주)하이픈그룹","미디어/디자인","3.3"
"13696","(주)한국맨파워센터","서비스업","3.0"
"13697","(주)한영산업","제조/화학","1.3"
"13698","(주)함백","건설업","3.7"
"13699","(주)해피산청바이오","제조/화학","1.7"
"13700","(주)희스토리푸드","서비스업","1.7"
"13701","DNA디자인","미디어/디자인","2.0"
"13702","Intrax","교육업","4.0"
"13703","SRTPlay","IT/웹/통신","3.7"
"13704","포루스기획","IT/웹/통신","4.0"
"13705","가와건축사사무소(주)","건설업","3.0"
"13706","강원도강릉의료원","의료/제약/복지","2.3"
"13707","강태우어학원(주)","교육업","2.7"
"13708","거남(주)","제조/화학","2.0"
"13709","게이트글로벌(주)","유통/무역/운송","1.0"
"13710","게임젠(주)","IT/웹/통신","2.7"
"13711","경남일보(주)","미디어/디자인","3.3"
"13712","경상북도문화재연구원","기관/협회","3.0"
"13713","경성교역(주)","제조/화학","3.3"
"13714","고그인터내셔날","IT/웹/통신","4.0"
"13715","고스트코어(주)","IT/웹/통신","2.3"
"13716","골든오렌지(주)","유통/무역/운송","1.3"
"13717","공도가(주)","건설업","1.7"
"13718","공성(주)","제조/화학","4.0"
"13719","광우(주)","제조/화학","3.0"
"13720","광주신세계(주)","유통/무역/운송","2.0"
"13721","경남일보(주)","미디어/디자인","3.3"
"13722","경상북도문화재연구원","기관/협회","3.0"
"13723","경성교역(주)","제조/화학","3.3"
"13724","고그인터내셔날","IT/웹/통신","4.0"
"13725","고스트코어(주)","IT/웹/통신","2.3"
"13726","골든오렌지(주)","유통/무역/운송","1.3"
"13727","공도가(주)","건설업","1.7"
"13728","공성(주)","제조/화학","4.0"
"13729","광우(주)","제조/화학","3.0"
"13730","광주신세계(주)","유통/무역/운송","2.0"
"13731","국제미디(주)","유통/무역/운송","3.0"
"13732","국제박람회여행사(주)","서비스업","1.0"
"13733","굿메이트","서비스업","2.3"
"13734","그랜디오스(주)","건설업","1.0"
"13735","글라소울(주)","제조/화학","2.7"
"13736","글로벌에셋코리아(주)","은행/금융업","3.7"
"13737","금강(주)","유통/무역/운송","2.7"
"13738","금호","건설업","3.0"
"13739","금호이엔지(주)","제조/화학","2.0"
"13740","기상기술개발원","기관/협회","2.0"
"13741","김포도시공사","건설업","3.0"
"13742","나이스홀딩스(주)","기관/협회","3.7"
"13743","내셔널에프피(주)","은행/금융업","3.3"
"13744","내팜(주)","제조/화학","1.0"
"13745","네이브플러스(주)","제조/화학","2.7"
"13746","넥스템(주)","제조/화학","3.0"
"13747","넥시오(주)","제조/화학","2.0"
"13748","농업회사법인 농협식품(주)","유통/무역/운송","4.0"
"13749","농업회사법인 밭(주)","서비스업","4.3"
"13750","농협경제연구소(주)","기관/협회","3.0"
"13751","농협부산경남유통(주)","유통/무역/운송","2.3"
"13752","다솜테크(주)","제조/화학","3.7"
"13753","다우모드(주)","제조/화학","3.0"
"13754","다우산업개발(주)","건설업","2.3"
"13755","다윈이엔씨","유통/무역/운송","3.0"
"13756","다음테크(주)","제조/화학","1.7"
"13757","다이나모테크(주)","제조/화학","1.7"
"13758","다이아소닉테크놀로지(주)","제조/화학","4.0"
"13759","다인그룹(주)","서비스업","3.7"
"13760","다인디자인컨설팅(주)","건설업","3.0"
"13761","다큐브(주)","IT/웹/통신","4.3"
"13762","단디메카","제조/화학","4.7"
"13763","대경전자기업(주)","제조/화학","1.7"
"13764","대광라이텍(주)","제조/화학","1.0"
"13765","대광화공(주)","제조/화학","2.0"
"13766","대구전시컨벤션센터","건설업","1.7"
"13767","대동전장(주)","제조/화학","2.7"
"13768","대림디앤아이(주)","건설업","3.0"
"13769","대보휄트(주)","제조/화학","2.0"
"13770","대신교육","교육업","2.0"
"13771","대양절연(주)","제조/화학","1.3"
"13772","대양코리아(주)","제조/화학","3.3"
"13773","대일전기통신(주)","건설업","2.7"
"13774","대전발전연구원","기관/협회","2.0"
"13775","대한지적공사","건설업","3.3"
"13776","더나은미래(주)","기관/협회","2.3"
"13777","더랩(주)","미디어/디자인","3.3"
"13778","더솜(주)","제조/화학","2.7"
"13779","더웨일(주)","제조/화학","2.7"
"13780","더존뉴턴스(주)","IT/웹/통신","2.3"
"13781","더존정보보호서비스(주)","IT/웹/통신","3.7"
"13782","더팀(주)","미디어/디자인","2.0"
"13783","덕진토건(주)","건설업","3.7"
"13784","도날슨코리아(주)","유통/무역/운송","4.0"
"13785","동방의료기(주)","유통/무역/운송","4.3"
"13786","동우실업(주)","건설업","3.0"
"13787","동원회계법인","기관/협회","2.0"
"13788","동인안전(주)","서비스업","2.3"
"13789","동해가스산업(주)","제조/화학","2.7"
"13790","동해정보통신(주)","건설업","1.7"
"13791","동화(주)","제조/화학","2.0"
"13792","동화정공(주)","제조/화학","2.3"
"13793","두런미디어(주)","미디어/디자인","4.7"
"13794","두리커뮤니케이션","서비스업","4.3"
"13795","두산연강재단(재)","건설업","3.3"
"13796","두산인프라코어신용협동조합","은행/금융업","4.0"
"13797","드래프트에프씨비코리아(주)","미디어/디자인","3.0"
"13798","드림와이즈(주)","IT/웹/통신","3.7"
"13799","드림칩(주)","유통/무역/운송","3.0"
"13800","디노시스(주)","제조/화학","1.3"
"13801","디더블유아이(주)","제조/화학","1.3"
"13802","디앤디컴(주)","유통/무역/운송","1.3"
"13803","디에스(주)","제조/화학","1.7"
"13804","디에스컴퍼니","유통/무역/운송","4.3"
