"","unlist.company.","unlist.industry.","unlist.TPoint."
"10899","법무법인조율","기관/협회","3.1"
"10900","법무법인현","기관/협회","2.9"
"10901","벼룩시장","서비스업","2.1"
"10902","보랄석고보드시스템(주)","제조/화학","3.5"
"10903","보이스로코(주)","IT/웹/통신","4.1"
"10904","보이저아이엔씨(주)","유통/무역/운송","3.3"
"10905","보험계리법인알엔에이컨설팅(주)","은행/금융업","3.9"
"10906","부영(주)","건설업","2.4"
"10907","브랜드무브","기관/협회","1.5"
"10908","브랜드아큐멘(주)","기관/협회","2.0"
"10909","비아이그룹(주)","미디어/디자인","2.1"
"10910","비엔티솔루션(주)","IT/웹/통신","2.6"
"10911","비엠시스(주)","유통/무역/운송","3.3"
"10912","비제이네트웍스(주)","IT/웹/통신","2.8"
"10913","비티오제약(주)","의료/제약/복지","2.1"
"10914","사우스케이프오너스클럽","서비스업","2.6"
"10915","사운더스(주)","유통/무역/운송","1.6"
"10916","삼미금속(주)","제조/화학","2.0"
"10917","삼미상사(주)","유통/무역/운송","3.5"
"10918","서광전자(주)","제조/화학","2.1"
"10919","서울항공(주)","서비스업","1.9"
"10920","세계물산(주)","유통/무역/운송","2.9"
"10921","세무그룹세종피앤케이","기관/협회","2.4"
"10922","세발자전거필름(주)","미디어/디자인","1.6"
"10923","세스텍(주)","제조/화학","2.4"
"10924","세원전설","건설업","3.3"
"10925","세이지리서치(주)","IT/웹/통신","4.8"
"10926","세키스이코리아(주)","유통/무역/운송","3.9"
"10927","세피스(주)","IT/웹/통신","2.5"
"10928","세호로보트(주)","제조/화학","3.0"
"10929","센텍코리아(주)","제조/화학","3.1"
"10930","셀로코(주)","IT/웹/통신","2.8"
"10931","소상공인경영지원단","서비스업","1.9"
"10932","소프트넷(주)","IT/웹/통신","2.9"
"10933","소프트보울(주)","IT/웹/통신","2.0"
"10934","소프트팩(주)","제조/화학","3.0"
"10935","수인코스메틱(주)","유통/무역/운송","2.4"
"10936","순일기업(주)","서비스업","2.9"
"10937","쉐이커미디어(주)","IT/웹/통신","3.9"
"10938","스마트인재개발원(사)","기관/협회","2.3"
"10939","스카이저축은행(주)","은행/금융업","2.8"
"10940","시스템디엔디(주)","제조/화학","2.0"
"10941","신성테크닉스(주)","제조/화학","2.3"
"10942","신안개발(주)","서비스업","2.1"
"10943","신우엔지니어링(주)","건설업","1.9"
"10944","신일전기(주)","제조/화학","2.4"
"10945","신한엘리베이타(주)","제조/화학","2.0"
"10946","쓰리에스솔루션(주)","유통/무역/운송","2.1"
"10947","씨에이치디(주)","제조/화학","2.6"
"10948","씨엔아이에스(주)","IT/웹/통신","2.1"
"10949","씨와이커뮤니케이션즈(주)","IT/웹/통신","2.0"
"10950","씨유미디어(주)","미디어/디자인","2.9"
"10951","씰테크(주)","제조/화학","1.8"
"10952","아세아항공직업전문학교","교육업","2.8"
"10953","아이그로브(주)","IT/웹/통신","2.9"
"10954","아이기스화진화장품(주)","유통/무역/운송","2.1"
"10955","아이덴비인터랙티브(주)","IT/웹/통신","3.0"
"10956","아이리버씨에스(주)","제조/화학","2.9"
"10957","아이스커뮤니케이션즈(주)","IT/웹/통신","2.4"
"10958","아이에스엠지코리아(주)","미디어/디자인","2.3"
"10959","아이엔엠디(주)","미디어/디자인","3.5"
"10960","아이엠투자증권(주)","은행/금융업","4.0"
"10961","아이엠티소프트(주)","IT/웹/통신","1.3"
"10962","아이퍼블릭스(주)","미디어/디자인","2.8"
"10963","아인정보기술(주)","IT/웹/통신","2.1"
"10964","아큐픽스(주)","제조/화학","2.6"
"10965","알엠시스(주)","제조/화학","2.6"
"10966","알티전자(주)","제조/화학","2.4"
"10967","애니호스트(주)","IT/웹/통신","1.8"
"10968","애플비(주)","미디어/디자인","1.5"
"10969","에스엠큐브(주)","IT/웹/통신","2.0"
"10970","에스엠피쓰리(주)","기관/협회","2.9"
"10971","에이티에스엔지니어링(주)","제조/화학","1.5"
"10972","에코트로닉스(주)","제조/화학","3.1"
"10973","에프에이리눅스(주)","IT/웹/통신","2.4"
"10974","에프오알씨앤씨(주)","미디어/디자인","2.9"
"10975","에프원컨설팅(주)","IT/웹/통신","4.0"
"10976","엔소울즈(주)","IT/웹/통신","3.1"
"10977","엔스퍼트(주)","제조/화학","2.5"
"10978","엔티엔테크놀로지(주)","IT/웹/통신","3.6"
"10979","엘시테크(주)","IT/웹/통신","2.5"
"10980","엘지도요엔지니어링(주)","제조/화학","2.1"
"10981","엠게임이엔티(주)","IT/웹/통신","2.4"
"10982","엠스톰(주)","미디어/디자인","2.6"
"10983","엠씨피이앤에프(주)","미디어/디자인","1.8"
"10984","예스폼(주)","IT/웹/통신","3.6"
"10985","예원유치원","교육업","2.3"
"10986","오리엔탈정밀기계(주)","제조/화학","2.3"
"10987","오성정밀화학(주)","유통/무역/운송","2.5"
"10988","오페라파트너스","미디어/디자인","1.9"
"10989","옥토시스(주)","IT/웹/통신","3.1"
"10990","온세통신(주)","IT/웹/통신","3.6"
"10991","옵토니카(주)","제조/화학","1.6"
"10992","와이즈파트너(주)","IT/웹/통신","2.4"
"10993","와인음향(주)","유통/무역/운송","2.1"
"10994","용마엔지니어링","건설업","2.6"
"10995","우리자산운용(주)","은행/금융업","2.4"
"10996","운생동건축사사무소","건설업","2.8"
"10997","원주문화방송(주)","미디어/디자인","3.4"
"10998","원캐스트(주)","IT/웹/통신","3.0"
"10999","위시켓(주)","IT/웹/통신","4.1"
"11000","위즈디자인솔루션(주)","기관/협회","2.6"
"11001","옵토니카(주)","제조/화학","1.6"
"11002","와이즈파트너(주)","IT/웹/통신","2.4"
"11003","와인음향(주)","유통/무역/운송","2.1"
"11004","용마엔지니어링","건설업","2.6"
"11005","우리자산운용(주)","은행/금융업","2.4"
"11006","운생동건축사사무소","건설업","2.8"
"11007","원주문화방송(주)","미디어/디자인","3.4"
"11008","원캐스트(주)","IT/웹/통신","3.0"
"11009","위시켓(주)","IT/웹/통신","4.1"
"11010","위즈디자인솔루션(주)","기관/협회","2.6"
"11011","위치스(주)","IT/웹/통신","3.5"
"11012","윈컴(주)","IT/웹/통신","2.5"
"11013","유라하네스(주)","제조/화학","3.4"
"11014","유비클(주)","IT/웹/통신","2.6"
"11015","유일기기(주)","유통/무역/운송","2.9"
"11016","유큐브(주)","IT/웹/통신","3.3"
"11017","유피니트(주)","IT/웹/통신","3.0"
"11018","은성의료재단","의료/제약/복지","2.1"
"11019","의료법인실로암안과병원","의료/제약/복지","2.5"
"11020","의료법인좋은사람들여수성심병원","의료/제약/복지","1.0"
"11021","이노젠(주)","IT/웹/통신","2.5"
"11022","이든코리아(주)","IT/웹/통신","3.1"
"11023","이라이즈(주)","IT/웹/통신","1.0"
"11024","이란지코리아(주)","유통/무역/운송","2.4"
"11025","이쓰리엑스퍼트(주)","서비스업","2.6"
"11026","이온시스템(주)","IT/웹/통신","2.9"
"11027","이지테크(주)","서비스업","2.8"
"11028","익스큐브(주)","IT/웹/통신","2.8"
"11029","익진엔지니어링(주)","건설업","2.3"
"11030","인디에프","제조/화학","2.8"
"11031","인쇄랑","미디어/디자인","2.5"
"11032","인천도시가스(주)","제조/화학","3.9"
"11033","인트플로우(주)","IT/웹/통신","4.4"
"11034","일신이앤씨(주)","건설업","2.3"
"11035","일신테크(주)","제조/화학","3.0"
"11036","자이네스(주)","IT/웹/통신","2.0"
"11037","자이온텍(주)","IT/웹/통신","2.4"
"11038","전성(주)","제조/화학","2.5"
"11039","점프컴퍼니(주)","IT/웹/통신","4.4"
"11040","제네시스퓨어코리아(주)","유통/무역/운송","2.3"
"11041","제이비케이미란츠(주)","건설업","1.6"
"11042","제이테크놀러지(주)","제조/화학","3.0"
"11043","제주반도체(주)","제조/화학","3.8"
"11044","제주어류양식수산업협동조합","은행/금융업","2.1"
"11045","조지피셔코리아(유)","유통/무역/운송","2.1"
"11046","준코토미컴퍼니(주)","서비스업","2.6"
"11047","중앙고속(주)","유통/무역/운송","1.4"
"11048","중앙컬처스클럽(주)","미디어/디자인","2.0"
"11049","지성아이티(주)","IT/웹/통신","3.3"
"11050","지앤지애드(주)","제조/화학","2.1"
"11051","지피모바일(주)","IT/웹/통신","3.4"
"11052","참테크","제조/화학","2.3"
"11053","창성정밀(주)","제조/화학","2.4"
"11054","창의컨설팅(주)","서비스업","3.0"
"11055","천명소프트(주)","IT/웹/통신","2.4"
"11056","청림출판(주)","미디어/디자인","3.3"
"11057","청원건설(주)","건설업","3.5"
"11058","체스투어즈(주)","서비스업","2.1"
"11059","캐틀팜(주)","유통/무역/운송","2.3"
"11060","커뮤니케이션즈오브코스","미디어/디자인","2.8"
"11061","케디엠(주)","제조/화학","2.6"
"11062","케이씨이(주)","제조/화학","2.4"
"11063","케이티롤(주)","제조/화학","2.0"
"11064","케이티미디어허브(주)","IT/웹/통신","3.8"
"11065","코리아웹데이터센터(주)","IT/웹/통신","2.6"
"11066","쿠도스타일(주)","제조/화학","2.1"
"11067","큐브리드(주)","IT/웹/통신","3.6"
"11068","크레디트스위스증권서울지점","은행/금융업","4.0"
"11069","크레이드(주)","건설업","3.0"
"11070","크린피아(주)","제조/화학","2.1"
"11071","케디엠(주)","제조/화학","2.6"
"11072","케이씨이(주)","제조/화학","2.4"
"11073","케이티롤(주)","제조/화학","2.0"
"11074","케이티미디어허브(주)","IT/웹/통신","3.8"
"11075","코리아웹데이터센터(주)","IT/웹/통신","2.6"
"11076","쿠도스타일(주)","제조/화학","2.1"
"11077","큐브리드(주)","IT/웹/통신","3.6"
"11078","크레디트스위스증권서울지점","은행/금융업","4.0"
"11079","크레이드(주)","건설업","3.0"
"11080","크린피아(주)","제조/화학","2.1"
"11081","타이아(주)","제조/화학","2.6"
"11082","태성산업","제조/화학","2.8"
"11083","태원세무법인","기관/협회","2.5"
"11084","탭조이코리아(주)","IT/웹/통신","3.9"
"11085","테마캠프여행사(주)","서비스업","2.4"
"11086","토마린(주)","제조/화학","1.5"
"11087","투래빗(주)","건설업","3.0"
"11088","트라이디커뮤니케이션(주)","IT/웹/통신","3.4"
"11089","특허법인신세기","기관/협회","2.5"
"11090","티팟(주)","미디어/디자인","3.0"
"11091","파멥신(주)","기관/협회","2.9"
"11092","파인트론(주)","제조/화학","2.8"
"11093","팜플","IT/웹/통신","3.6"
"11094","팬톰(주)","IT/웹/통신","2.5"
"11095","퍼펙트데이타시스템(주)","IT/웹/통신","4.0"
"11096","평택물류(주)","유통/무역/운송","2.4"
"11097","폴그린테크(주)","제조/화학","3.3"
"11098","폴리곤게임즈(주)","IT/웹/통신","3.5"
"11099","프로그린테크(주)","제조/화학","2.4"
"11100","프로메가코리아(유)","유통/무역/운송","3.3"
"11101","플래툰(주)","유통/무역/운송","2.4"
"11102","플레타뮤토(주)","IT/웹/통신","1.9"
"11103","피디씨클리닉(주)","미디어/디자인","2.3"
"11104","하나기술","제조/화학","2.4"
"11105","하인스자산관리(주)","은행/금융업","1.8"
"11106","한겨레출판(주)","미디어/디자인","2.3"
"11107","한국난방관리(주)","건설업","1.5"
"11108","한국물산(주)","유통/무역/운송","3.1"
"11109","한국방진방음(주)","제조/화학","1.9"
"11110","한국비지네스써비스(주)","IT/웹/통신","3.3"
"11111","한국솔루션(주)","IT/웹/통신","2.3"
"11112","한국스미토모상사(주)","유통/무역/운송","3.4"
"11113","한국쓰리엠보건안전(유)","제조/화학","3.1"
"11114","한국와콤(주)","유통/무역/운송","1.9"
"11115","한국인정원(사)","기관/협회","2.0"
"11116","한국지멘스일렉트로닉디자인오토메이션(유)","IT/웹/통신","4.6"
"11117","한독바이오테크(주)","유통/무역/운송","1.9"
"11118","한맥콘트롤즈(주)","제조/화학","3.3"
"11119","한미사이언스(주)","기관/협회","2.5"
"11120","한빛인포텍(주)","유통/무역/운송","1.4"
"11121","한살림경기남부생활협동조합","유통/무역/운송","3.5"
"11122","한솔씨앤엠(주)","미디어/디자인","2.5"
"11123","한우물영농조합법인","제조/화학","2.5"
"11124","한울항공여행사(주)","서비스업","1.3"
"11125","한진엘리베이터(주)","제조/화학","1.9"
"11126","헤브론스타벤처스(주)","은행/금융업","2.4"
"11127","현대씨엔아이(주)","IT/웹/통신","4.5"
"11128","화성상공회의소","기관/협회","3.0"
"11129","휴먼엔텍(주)","제조/화학","3.8"
"11130","휴먼칩스(주)","유통/무역/운송","2.3"
"11131","흥진정공(주)","제조/화학","1.9"
"11132","(사)사교육걱정없는세상","기관/협회","2.9"
"11133","(사)사회적기업연구원","서비스업","3.4"
"11134","(주)게임하이","IT/웹/통신","3.3"
"11135","(주)광우","유통/무역/운송","3.1"
"11136","(주)나노","제조/화학","2.3"
"11137","(주)나루아이","IT/웹/통신","3.3"
"11138","(주)네오피엠씨","제조/화학","2.1"
"11139","(주)누리어제이티","IT/웹/통신","2.0"
"11140","(주)뉴텍웰니스","제조/화학","2.1"
"11141","(주)늘엔","IT/웹/통신","4.1"
"11142","(주)더그라운드컴퍼니","유통/무역/운송","2.9"
"11143","(주)동기바르네","제조/화학","2.4"
"11144","(주)두코","제조/화학","1.9"
"11145","(주)디엔씨","유통/무역/운송","2.6"
"11146","(주)디엘토","IT/웹/통신","3.0"
"11147","(주)레이델코리아","유통/무역/운송","3.1"
"11148","(주)레티널","IT/웹/통신","2.9"
"11149","(주)렛츠정보통신","IT/웹/통신","2.7"
"11150","(주)로운컴퍼니","미디어/디자인","3.4"
"11151","(주)루테스","IT/웹/통신","2.6"
"11152","(주)리더스트레이딩","IT/웹/통신","3.1"
"11153","(주)리브스메드","제조/화학","3.7"
"11154","(주)린시코리아","IT/웹/통신","3.6"
"11155","(주)마세다린","유통/무역/운송","2.9"
"11156","(주)마이크로모스","IT/웹/통신","3.1"
"11157","(주)메디파인코퍼레이션","의료/제약/복지","2.9"
"11158","(주)모두의클래스","IT/웹/통신","3.9"
"11159","(주)모카커뮤니케이션즈","IT/웹/통신","1.4"
"11160","(주)미디어리얼리서치코리아","IT/웹/통신","3.6"
"11161","(주)바이오세상","제조/화학","2.7"
"11162","(주)보고신약","제조/화학","2.0"
"11163","(주)브라운스톤","유통/무역/운송","2.6"
"11164","(주)브이앤지","IT/웹/통신","4.6"
"11165","(주)비앤코리아","의료/제약/복지","2.6"
"11166","(주)사이람","IT/웹/통신","3.3"
"11167","(주)삼일","유통/무역/운송","3.1"
"11168","(주)새해성","제조/화학","2.4"
"11169","(주)세마그룹","기관/협회","2.7"
"11170","(주)솔텍","제조/화학","2.0"
"11171","(주)슈퍼캣","IT/웹/통신","3.9"
"11172","(주)실리콘아츠","제조/화학","3.1"
"11173","(주)씨어스테크놀로지","의료/제약/복지","3.0"
"11174","(주)씽크엠","IT/웹/통신","3.4"
"11175","(주)아이브이지","유통/무역/운송","4.1"
"11176","(주)아이포트폴리오","IT/웹/통신","3.0"
"11177","(주)아트랩","IT/웹/통신","4.4"
"11178","(주)알티씨케이","유통/무역/운송","2.9"
"11179","(주)앱플러","IT/웹/통신","1.9"
"11180","(주)앳홈","유통/무역/운송","3.6"
"11181","(주)에이치엠엔월드와이드","서비스업","3.0"
"11182","(주)에이투젠","제조/화학","1.9"
"11183","(주)에이티엠플러스","은행/금융업","2.7"
"11184","(주)에이피텍","유통/무역/운송","2.7"
"11185","(주)엑티브온","제조/화학","4.4"
"11186","(주)엔에이치테크","서비스업","3.3"
"11187","(주)엔큐컨설팅","IT/웹/통신","3.4"
"11188","(주)엔플레버","유통/무역/운송","4.3"
"11189","(주)엠에스제이","제조/화학","2.1"
"11190","(주)영진팩","서비스업","1.7"
"11191","(주)예스나우","IT/웹/통신","4.4"
"11192","(주)오앤케이테크","제조/화학","2.0"
"11193","(주)오케이플러스","유통/무역/운송","4.9"
"11194","(주)와이브랜즈","유통/무역/운송","3.0"
"11195","(주)와이즈시앤에스","IT/웹/통신","2.3"
"11196","(주)와이즈커머스","IT/웹/통신","3.0"
"11197","(주)와이파이브","제조/화학","2.7"
"11198","(주)우신특수포장","제조/화학","2.3"
"11199","(주)웅비메디텍","유통/무역/운송","2.6"
"11200","(주)웹크루트","서비스업","4.7"
"11201","(주)윈앤윈우드","제조/화학","1.3"
"11202","(주)유엔이커뮤니케이션즈","IT/웹/통신","2.3"
"11203","(주)유커넥션","IT/웹/통신","2.7"
"11204","(주)유퍼스트코리아","교육업","1.3"
"11205","(주)이루미소프트","IT/웹/통신","2.3"
"11206","(주)이루인포","IT/웹/통신","3.9"
"11207","(주)이앤시스","IT/웹/통신","2.7"
"11208","(주)이에이플러스","미디어/디자인","3.7"
"11209","(주)정원그라피아","미디어/디자인","2.4"
"11210","(주)지니틱스","제조/화학","3.0"
"11211","(주)윈앤윈우드","제조/화학","1.3"
"11212","(주)유엔이커뮤니케이션즈","IT/웹/통신","2.3"
"11213","(주)유커넥션","IT/웹/통신","2.7"
"11214","(주)유퍼스트코리아","교육업","1.3"
"11215","(주)이루미소프트","IT/웹/통신","2.3"
"11216","(주)이루인포","IT/웹/통신","3.9"
"11217","(주)이앤시스","IT/웹/통신","2.7"
"11218","(주)이에이플러스","미디어/디자인","3.7"
"11219","(주)정원그라피아","미디어/디자인","2.4"
"11220","(주)지니틱스","제조/화학","3.0"
"11221","(주)청밀","유통/무역/운송","2.6"
"11222","(주)초이락컨텐츠컴퍼니","제조/화학","2.4"
"11223","(주)카파맥스","제조/화학","2.0"
"11224","(주)캐드임팩트","IT/웹/통신","3.0"
"11225","(주)케이비팩토리","미디어/디자인","1.7"
"11226","(주)케이아이에스코","제조/화학","3.4"
"11227","(주)케이피텍","제조/화학","2.7"
"11228","(주)코멕","제조/화학","1.6"
"11229","(주)코썸사이언스","제조/화학","1.6"
"11230","(주)콜론디","IT/웹/통신","4.3"
"11231","(주)타셋","제조/화학","4.3"
"11232","(주)탑보이","IT/웹/통신","1.7"
"11233","(주)태평양해양산업","건설업","3.1"
"11234","(주)테크노화인켐","유통/무역/운송","4.0"
"11235","(주)텔라이프","서비스업","3.9"
"11236","(주)토니스코딩","IT/웹/통신","4.1"
"11237","(주)투디씨","IT/웹/통신","4.0"
"11238","(주)트라이업","IT/웹/통신","4.6"
"11239","(주)팀삼층","IT/웹/통신","2.0"
"11240","(주)패브릭타임","유통/무역/운송","3.7"
"11241","(주)패션플러스","유통/무역/운송","2.3"
"11242","(주)페어링컴퍼니","IT/웹/통신","3.1"
"11243","(주)포티투마루","IT/웹/통신","3.1"
"11244","(주)퓨전디자인","미디어/디자인","2.1"
"11245","(주)프로켐","제조/화학","2.0"
"11246","(주)플랫팜","IT/웹/통신","4.3"
"11247","(주)피벗포인트","서비스업","2.1"
"11248","(주)피코엔텍","제조/화학","1.7"
"11249","(주)픽스엔터테인먼트","미디어/디자인","3.7"
"11250","(주)필트","유통/무역/운송","3.3"
"11251","(주)하이라인닷넷","IT/웹/통신","2.0"
"11252","(주)하이퍼스","유통/무역/운송","2.1"
"11253","(주)하이프렌즈","미디어/디자인","4.4"
"11254","(주)한백전자","IT/웹/통신","3.0"
"11255","(주)한산마케팅연구원","서비스업","2.6"
"11256","(주)한신체인","제조/화학","4.3"
"11257","(주)한울상사","제조/화학","1.4"
"11258","(주)한울씨앤비","건설업","4.6"
"11259","(주)헬리코리아","유통/무역/운송","1.1"
"11260","(주)화영","제조/화학","1.6"
"11261","(주)화제인","미디어/디자인","2.0"
"11262","(주)휠텍스","제조/화학","1.4"
"11263","(주)휴민시티","서비스업","2.6"
"11264","032디자인(주)","미디어/디자인","1.4"
"11265","NR지엔씨","제조/화학","3.3"
"11266","가나씨앤피(주)","미디어/디자인","2.6"
"11267","거천시스템(주)","유통/무역/운송","1.3"
"11268","경남개발공사","건설업","3.1"
"11269","경남제약헬스케어(주)","제조/화학","2.1"
"11270","고려은단헬스케어(주)","제조/화학","2.6"
"11271","공공공간(주)","미디어/디자인","3.9"
"11272","공부의신(주)","교육업","1.7"
"11273","국민정밀(주)","제조/화학","2.4"
"11274","극동음향(주)","유통/무역/운송","1.7"
"11275","극동일렉콤(주)","제조/화학","1.9"
"11276","금강","제조/화학","1.7"
"11277","금화소재(주)","제조/화학","2.0"
"11278","기수산업","유통/무역/운송","2.7"
"11279","나누리수원병원","의료/제약/복지","2.3"
"11280","너스케입(주)","서비스업","2.6"
"11281","네오액트(주)","IT/웹/통신","4.1"
"11282","네오에스티엠(주)","유통/무역/운송","2.3"
"11283","농수축산신문","미디어/디자인","3.0"
"11284","농심캐피탈(주)","은행/금융업","3.7"
"11285","뉴엔스(주)","IT/웹/통신","3.3"
"11286","다다소프트(주)","IT/웹/통신","2.9"
"11287","다리컨설팅(주)","유통/무역/운송","3.3"
"11288","다보이앤씨(주)","건설업","2.9"
"11289","다봉산업(주)","의료/제약/복지","2.0"
"11290","다사커뮤니케이션(주)","유통/무역/운송","1.9"
"11291","다온에프앤씨(주)","서비스업","2.1"
"11292","대교통신(주)","유통/무역/운송","2.7"
"11293","대명물산(주)","유통/무역/운송","1.1"
"11294","대보전기(주)","제조/화학","2.9"
"11295","대성사","유통/무역/운송","3.3"
"11296","대신전선(주)","제조/화학","1.6"
"11297","대연아이앤티(주)","IT/웹/통신","2.7"
"11298","대원총업(주)","유통/무역/운송","2.1"
"11299","대전복지재단(재)","의료/제약/복지","4.1"
"11300","대한메탈(주)","제조/화학","2.1"
"11301","다온에프앤씨(주)","서비스업","2.1"
"11302","대교통신(주)","유통/무역/운송","2.7"
"11303","대명물산(주)","유통/무역/운송","1.1"
"11304","대보전기(주)","제조/화학","2.9"
"11305","대성사","유통/무역/운송","3.3"
"11306","대신전선(주)","제조/화학","1.6"
"11307","대연아이앤티(주)","IT/웹/통신","2.7"
"11308","대원총업(주)","유통/무역/운송","2.1"
"11309","대전복지재단(재)","의료/제약/복지","4.1"
"11310","대한메탈(주)","제조/화학","2.1"
"11311","대한민국 상이군경회","기관/협회","2.9"
"11312","대한주택보증(주)","은행/금융업","3.4"
"11313","더블에스푸드(주)","서비스업","3.0"
"11314","더원컨설팅(주)","IT/웹/통신","3.1"
"11315","덴츠플라이코리아(유)","유통/무역/운송","2.9"
"11316","동방생활산업(주)","유통/무역/운송","3.0"
"11317","동숭아트센터","미디어/디자인","2.9"
"11318","동아스틸(주)","제조/화학","2.0"
"11319","동양잉크(주)","제조/화학","2.6"
"11320","동우밸브콘트롤(주)","제조/화학","2.4"
"11321","동진국제엠비무역(주)","의료/제약/복지","3.4"
"11322","두루셀텍(주)","제조/화학","3.7"
"11323","드림인프라(주)","IT/웹/통신","2.1"
"11324","드림파마(주)","의료/제약/복지","3.0"
"11325","디더블유에스앤티(주)","유통/무역/운송","2.3"
"11326","디비케이네트웍스(주)","IT/웹/통신","2.6"
"11327","디에스이트레이드(주)","IT/웹/통신","3.6"
"11328","디자인폭스(주)","미디어/디자인","3.3"
"11329","라다카(주)","IT/웹/통신","3.9"
"11330","라인콩코리아(주)","IT/웹/통신","3.6"
"11331","레몬테이블코리아(주)","유통/무역/운송","3.3"
"11332","레이드몹(주)","IT/웹/통신","2.4"
"11333","롯데엔터테인먼트","미디어/디자인","2.6"
"11334","루트이천삼(주)","미디어/디자인","3.1"
"11335","루트컨설팅","기관/협회","2.7"
"11336","리소코리아(주)","유통/무역/운송","2.6"
"11337","마음정보(주)","IT/웹/통신","2.1"
"11338","맥큐스인코포레이티드(주)","기관/협회","4.0"
"11339","머신나노텍(주)","제조/화학","1.4"
"11340","메디퓨처(주)","제조/화학","2.7"
"11341","메이데이(주)","제조/화학","2.6"
"11342","메이븐에프씨(주)","유통/무역/운송","1.9"
"11343","모모(주)","IT/웹/통신","2.3"
"11344","모벤시스(주)","IT/웹/통신","3.7"
"11345","모즈의원","의료/제약/복지","4.0"
"11346","모피언스(주)","제조/화학","2.4"
"11347","미담디자인(주)","건설업","2.7"
"11348","미디어라운드(주)","유통/무역/운송","1.7"
"11349","미래국제재단","기관/협회","2.3"
"11350","미래아이엔텍(주)","IT/웹/통신","2.0"
"11351","미성패밀리(주)","유통/무역/운송","2.6"
"11352","바텍글로벌","유통/무역/운송","2.7"
"11353","발렉스코리아(주)","제조/화학","2.7"
"11354","백화점세이(주)","유통/무역/운송","3.9"
"11355","밸크리텍(주)","제조/화학","2.1"
"11356","밸프(주)","제조/화학","1.6"
"11357","버즈피아(주)","IT/웹/통신","3.1"
"11358","법무법인나눔","기관/협회","1.9"
"11359","부국철강(주)","제조/화학","1.7"
"11360","브라운교육(주)","IT/웹/통신","2.3"
"11361","브라이트벨(주)","미디어/디자인","2.0"
"11362","비씨태창산업(유)","제조/화학","2.4"
"11363","비에스시큐리티(주)","IT/웹/통신","3.0"
"11364","비엑스아이(주)","IT/웹/통신","2.9"
"11365","비오코스(주)","유통/무역/운송","3.6"
"11366","비온크리에이티브(주)","미디어/디자인","2.7"
"11367","비쥬얼메이커(주)","미디어/디자인","2.7"
"11368","비즈에스피(주)","IT/웹/통신","3.3"
"11369","비코티에스(주)","서비스업","3.1"
"11370","비티웍스(주)","IT/웹/통신","3.0"
"11371","빔피어스","IT/웹/통신","2.7"
"11372","사라야코리아(주)","유통/무역/운송","2.4"
"11373","사운드그래프(주)","제조/화학","2.0"
"11374","산천(주)","건설업","2.0"
"11375","삼공사(주)","서비스업","2.7"
"11376","삼통(주)","유통/무역/운송","1.9"
"11377","서안켐텍(주)","제조/화학","2.4"
"11378","석미건설(주)","건설업","2.4"
"11379","선엔지니어링(주)","기관/협회","2.1"
"11380","성수기전(주)","미디어/디자인","2.1"
"11381","빔피어스","IT/웹/통신","2.7"
"11382","사라야코리아(주)","유통/무역/운송","2.4"
"11383","사운드그래프(주)","제조/화학","2.0"
"11384","산천(주)","건설업","2.0"
"11385","삼공사(주)","서비스업","2.7"
"11386","삼통(주)","유통/무역/운송","1.9"
"11387","서안켐텍(주)","제조/화학","2.4"
"11388","석미건설(주)","건설업","2.4"
"11389","선엔지니어링(주)","기관/협회","2.1"
"11390","성수기전(주)","미디어/디자인","2.1"
"11391","성신(주)","제조/화학","2.4"
"11392","성신신소재(주)","제조/화학","2.7"
"11393","성우플라텍(주)","제조/화학","1.4"
"11394","성원제이에스(주)","제조/화학","2.6"
"11395","세가지소원(주)","IT/웹/통신","2.6"
"11396","세종학원(주)","교육업","2.9"
"11397","셀디오(주)","IT/웹/통신","3.3"
"11398","소리아그룹(주)","미디어/디자인","1.1"
"11399","솔티(주)","건설업","1.6"
"11400","스마티이(주)","IT/웹/통신","3.1"
"11401","스쿨케어(주)","교육업","2.3"
"11402","스타페이스(주)","IT/웹/통신","1.7"
"11403","스포츠동아(주)","미디어/디자인","3.0"
"11404","시그마프레스(주)","미디어/디자인","2.6"
"11405","시스트라코리아(주)","건설업","3.1"
"11406","신미화건설(주)","건설업","3.1"
"11407","신진금고(주)","제조/화학","2.3"
"11408","신한포스(주)","은행/금융업","2.1"
"11409","실리콘밸리(주)","제조/화학","2.1"
"11410","싸이칸엔터테인먼트(주)","IT/웹/통신","2.3"
"11411","쌍용자원개발(주)","제조/화학","2.1"
"11412","써드아이(주)","미디어/디자인","1.7"
"11413","씨아이에스인터내셔날서비스(주)","유통/무역/운송","3.3"
"11414","씨앤에이치(주)","은행/금융업","3.4"
"11415","씨에스엘쏠라(주)","제조/화학","3.3"
"11416","씨유라인(주)","IT/웹/통신","1.9"
"11417","씨이오인터내셔날(주)","유통/무역/운송","1.6"
"11418","씨제이에듀케이션즈(주)","교육업","2.7"
"11419","씨제이전기(주)","제조/화학","2.1"
"11420","씽크어바웃(주)","기관/협회","2.1"
"11421","아론티(주)","IT/웹/통신","3.0"
"11422","아름다운나라화장품(주)","유통/무역/운송","2.6"
"11423","아시아월드짐(주)","서비스업","3.0"
"11424","아이땅(주)","제조/화학","2.7"
"11425","아이앤텍(주)","IT/웹/통신","3.1"
"11426","아일리스프런티어(주)","IT/웹/통신","3.0"
"11427","아주노무법인","기관/협회","4.3"
